State/Region Pcode,State/Region Name,District Pcode,District Name,Township Pcode,Township Name,Total population Both sexes,Urban population Both sexes,Rural population Both sexes,Urban population (%),% rural,0 - 14,% 0 - 14,10 - 17,5 -  29 years school/college attendanceCurrently attending,% currently attending school/college,Total,Employee (government),Employee (private),Employer,Own account worker,Household worker,% 10yr and older in paid employment,Conventional households,Institutions,% in institutions,Mean household size,percentile mean household,Total,Apartment/ Condominium,Bungalow/ Brick house,Semi0pacca house,% HQ housing,Wooden house,Bamboo,Hut 2 - 3 years,Hut 1 year,Other,% LQ housing,Safe sanitation (%),% households with access to safe sanitation,Total,Dhani/Theke/ In leaf,Bamboo,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Dhani/Theke/ In leaf,Bamboo,Earth,Wood,Corrugated sheet,Tile/Brick/ Concrete,Other,Total,Bamboo,Earth,Wood,Tile/Brick/ Concrete,Other,Total,Electricity,Kerosene,Candle,Battery,Generator (private),Water mill (private),Solar system/energy,Other,% households w/ electricity as source,% households w/ solar systems as source,% households w/ relatively efficient sources of lighting,% households w/ relatively poor sources of lighting,Total,Electricity,LPG,Kerosene,BioGas,Firewood,Charcoal,Coal,Straw/Grass,Other,% cooking fuel electricity,% cooking fuel that costs natural resources,% cooking fuel that is fuel-based and requires transport,Conventional households,Radio,Television,Land line phone,Mobile phone,Computer,Internet at home,% availability to TV,% availibility to mobile phone,% availiability to radio,% availiability to computer,% availiability to Internet,Conventional households,Car/Truck/ Van,Motorcycle/ Moped,Bicycle,40Wheel tractor,Canoe/Boat,Motor boat,Cart (bullock),% availiability to car/truck/van,% availability to 40wheel tractor,% availibility to motor boat
MMR111,Bago,MMR007D001,Bago,MMR007003,Kawa,"197,363","17,396","179,967",8.8,0.91,"66,364",0.34,"34,297","40,989",0.21,"154,456","2,315","29,787","6,726","24,281","36,032",0.64,"195,158","2,205",0.01,4.2,0.60,"46,075",51,668,"1,885",0.06,"17,586","24,403",941,389,152,0.94,54.1,0.54,"46,075","19,818",70,62,"25,998",58,69,"46,075","5,014","28,132",31,"10,736",31,"1,865",266,"46,075","15,212",120,"29,651",780,312,"46,075","4,405","14,044","4,187","16,846","2,719",36,"3,508",330,0.09560499186,0.07613673359,0.4254150841,0.4028431905,"46,075",868,13,249,38,"39,539",761,33,294,"4,280",0.0188388497,0.8817580033,0.006511123169,"46,075","19,131","18,756","2,470","5,475",254,536,0.41,0.12,0.42,0.01,0.01,"46,075",211,"11,799","16,691","1,843","3,337","2,905","11,815",0.00,0.04,0.26
MMR111,Bago,MMR007D001,Bago,MMR007004,Waw,"176,014","23,143","152,871",13.1,0.87,"61,137",0.35,"32,358","35,807",0.20,"136,727","2,257","28,621",4406,"23,920","28,751",0.64,"171,165","4,849",0.03,4.6,0.66,"37,083",97,932,"1,507",0.07,"22,300","10,925",769,438,115,0.93,58.2,0.58,"37,083","14,536",70,21,"20,194",61,"2,201","37,083","1,725","18,950",30,"13,769",40,"1,949",620,"37,083","9,533",114,"26,009","1,238",189,"37,083","5,290","6,970","7,395","5,447","9,820",132,"1,792",237,0.1426529677,0.04832402988,0.4152576652,0.3937653372,"37,083","1,700",28,115,29,"31,831","1,314",66,29,"1,971",0.0458431087,0.8963676078,0.004638243939,"37,083","15,383","16,471","1,676","7,037",254,720,0.44,0.19,0.41,0.01,0.02,"37,083",296,"9,085","16,563","1,606","3,945","1,689","10,597",0.01,0.04,0.24
MMR111,Bago,MMR007D001,Bago,MMR007005,Nyaunglebin,"199,483","59,244","140,239",29.7,0.70,"60,060",0.30,"33,035","36,279",0.18,"160,823","3,749","28,163","5,022","31,847","37,714",0.66,"195,607","3,876",0.02,4.4,0.63,"44,762",295,"1,713","2,494",0.10,"26,826","12,403",567,300,164,0.90,83.1,0.83,"44,762","19,374",79,23,"24,972",162,152,"44,762",937,"29,360",42,"10,509",44,"3,617",253,"44,762","9,963",212,"32,138","2,194",255,"44,762","12,184","7,350","6,914","14,202","1,026",59,"2,911",116,0.2721951655,0.06503284036,0.3415173585,0.3212546356,"44,762","3,761",10,191,51,"33,027","4,695",215,14,"2,798",0.08402216165,0.8478396854,0.005629775256,"44,762","18,248","16,488","2,169","12,455",432,316,0.37,0.28,0.41,0.01,0.01,"44,762",388,"14,797","25,025","1,830","2,322",738,"8,981",0.01,0.04,0.33
MMR111,Bago,MMR007D001,Bago,MMR007006,Kyauktaga,"251,212","31,656","219,556",12.6,0.87,"82,995",0.33,"44,109","49,006",0.20,"197,197","3,716","38,002","6,178","31,482","47,623",0.64,"248,302","2,910",0.01,4.8,0.69,"51,648",305,"2,061","3,911",0.12,"29,885","13,536","1,015",876,59,0.88,76.9,0.77,"51,648","26,746",216,35,"24,017",72,562,"51,648",689,"36,987",19,"8,778",49,"4,828",298,"51,648","10,810","2,675","35,298","2,538",327,"51,648","13,372","7,467","12,602","9,407","1,157",12,"6,347","1,284",0.2589064436,0.1228895601,0.2047707559,0.4134332404,"51,648","2,758",6,113,22,"38,100","4,509",188,"1,187","4,765",0.05339993804,0.8516109046,0.002730018587,"51,648","17,147","17,894","1,869","10,276",412,247,0.35,0.20,0.33,0.01,0.00,"51,648",419,"17,236","31,353","1,921",460,133,"15,744",0.01,0.04,0.33
MMR111,Bago,MMR007D001,Bago,MMR007007,Daik0U,"202,530","38,477","164,053",19,0.81,"63,298",0.31,"33,917","36,420",0.18,"161,472","3,463","39,848","6,031","29,591","33,762",0.70,"198,484","4,046",0.02,4.3,0.62,"45,753",299,"2,012","2,585",0.11,"27,468","12,236",591,432,130,0.89,76.7,0.77,"45,753","20,139",58,36,"24,935",206,379,"45,753",870,"30,721",13,"10,010",43,"4,008",88,"45,753","9,956",255,"32,677","2,679",186,"45,753","11,762","4,368","9,772","13,446","2,239",195,"3,693",278,0.2570760387,0.08071601862,0.3470810657,0.3151268769,"45,753","3,074",26,70,26,"38,919","2,800",71,52,715,0.06718685114,0.9145192665,0.002666491815,"45,753","17,095","18,361","1,784","10,442",458,"1,666",0.40,0.23,0.37,0.01,0.04,"45,753",513,"13,058","22,782","1,110","2,905","1,237","11,810",0.01,0.02,0.29
MMR111,Bago,MMR007D001,Bago,MMR007008,Shwegyin,"107,462","24,579","82,883",22.9,0.77,"36,916",0.34,"17,945","21,047",0.20,"82,527",2694,"12,368",1347,"19,474","18,383",0.66,"104,486","2,976",0.03,4.8,0.69,"21,782",497,714,839,0.09,"13,135","5,451",599,417,130,0.91,69.7,0.70,"21,782","10,393",33,19,"11,087",37,213,"21,782",736,"10,660",12,"8,024",22,"1,768",560,"21,782","4,559",57,"15,498","1,535",133,"21,782","4,978","2,776","7,105","2,791","2,249",29,"1,606",248,0.2285373244,0.07373060325,0.2327150859,0.4650169865,"21,782","2,795",4,57,18,"17,732",995,76,0,105,0.128316959,0.8632356992,0.003626847856,"21,782","8,759","8,852","1,128","5,097",252,717,0.41,0.23,0.40,0.01,0.03,"21,782",203,"8,198","5,804",361,"2,014",657,"4,879",0.01,0.02,0.38
MMR111,Bago,MMR007D002,Taungoo,MMR007009,Taungoo,"262,056","108,589","153,467",41.4,0.59,"72,825",0.28,"40,754","42,207",0.16,"215,130","12,014","39,496","4,430","38,183","46,380",0.65,"247,505","14,551",0.06,4.3,0.62,"57,460","2,733","5,044","5,768",0.24,"27,678","14,038","1,127",710,362,0.76,77.8,0.78,"57,460","19,387",136,47,"36,919",860,111,"57,460","1,325","32,338",39,"12,283",107,"11,048",320,"57,460","10,273",740,"36,603","9,274",570,"57,460","29,613","4,004","13,489","5,984",568,16,"2,940",846,0.515367212,0.05116602854,0.1143056039,0.3191611556,"57,460","8,464",96,100,113,"30,737","16,934",515,2,499,0.1473024713,0.8386355726,0.00537765402,"57,460","17,163","33,383","2,548","25,414","1,948","4,697",0.58,0.44,0.30,0.03,0.08,"57,460","1,436","26,762","29,406",838,344,116,"10,495",0.02,0.01,0.47
MMR111,Bago,MMR007D002,Taungoo,MMR007010,Yedashe,"213,593","24,420","189,173",11.4,0.89,"65,013",0.30,"33,328","36,807",0.17,"170,558","7,727","27,857","4,271","37,170","34,290",0.65,"207,291","6,302",0.03,4.1,0.59,"50,527","1,648","2,213","2,691",0.13,"22,033","19,130","1,726",786,300,0.87,66.1,0.66,"50,527","31,874",62,40,"18,196",228,127,"50,527",418,"36,333",44,"8,674",53,"4,836",169,"50,527","13,108",569,"32,102","4,451",297,"50,527","15,516","4,133","17,552","4,860","3,279",79,"4,129",979,0.3070833416,0.08171868506,0.1626457142,0.4485522592,"50,527","5,327",15,83,30,"39,979","4,655",83,3,352,0.1054287807,0.885071348,0.002533299028,"50,527","16,350","23,670","1,400","14,665",556,"2,298",0.47,0.29,0.32,0.01,0.05,"50,527",690,"17,629","15,957",465,320,100,"13,420",0.01,0.01,0.35
MMR111,Bago,MMR007D002,Taungoo,MMR007011,Kyaukkyi,"113,329","10,815","102,514",9.5,0.90,"41,010",0.36,"21,068","22,904",0.20,"86,571",2444,"13,213",1811,"16,511","18,752",0.61,"111,429","1,900",0.02,4.9,0.70,"22,883",315,466,"1,018",0.08,"14,110","5,439",919,388,228,0.92,72.5,0.73,"22,883","15,127",198,10,"7,511",10,27,"22,883",617,"13,254",18,"6,479",21,"1,212","1,282","22,883","2,527",151,"19,201",735,269,"22,883","3,005","5,447","4,651","5,951",291,14,"3,204",320,0.131320194,0.1400166062,0.2733907267,0.455272473,"22,883",449,3,136,12,"20,027","2,028",51,4,173,0.01962155312,0.9662194642,0.006598785124,"22,883","7,069","7,204","1,186","3,344",185,647,0.31,0.15,0.31,0.01,0.03,"22,883",136,"7,734","11,345",332,957,60,"8,508",0.01,0.01,0.34
MMR111,Bago,MMR007D002,Taungoo,MMR007012,Phyu,"257,273","63,880","193,393",24.8,0.75,"81,447",0.32,"43,215","48,780",0.19,"204,488","4,993","34,317","6,910","33,777","43,728",0.61,"252,662","4,611",0.02,4.6,0.66,"54,931",695,"3,201","5,022",0.16,"28,914","13,943","1,663",749,744,0.84,84.7,0.85,"54,931","26,119",204,52,"27,860",287,409,"54,931",394,"40,166",52,"7,405",71,"6,645",198,"54,931","7,163","2,607","40,790","3,778",593,"54,931","15,420","6,249","9,169","16,055","3,602",89,"3,449",898,0.2807158071,0.06278786113,0.3594691522,0.2970271796,"54,931","5,017",13,133,26,"38,441","7,280",213,41,"3,767",0.09133276292,0.8369590941,0.003131200961,"54,931","15,862","23,918","2,288","14,434",838,"2,806",0.44,0.26,0.29,0.02,0.05,"54,931",566,"18,530","31,482","1,224",840,230,"18,810",0.01,0.02,0.34
MMR111,Bago,MMR007D002,Taungoo,MMR007013,Oktwin,"159,828","14,143","145,685",8.8,0.91,"49,912",0.31,"26,689","28,393",0.18,"127,430","3,673","28,171","5,871","21,936","23,948",0.66,"157,272","2,556",0.02,4.3,0.62,"36,870",562,"1,729","2,805",0.14,"19,605","10,773",779,334,283,0.86,77.6,0.78,"36,870","16,502",180,29,"19,952",104,103,"36,870",324,"26,249",36,"6,525",44,"3,590",102,"36,870","7,510",559,"26,421","2,150",230,"36,870","7,205","3,151","14,211","6,741","1,302",25,"3,235","1,000",0.1954163276,0.0877407106,0.2188228912,0.4980200705,"36,870","1,632",2,58,32,"28,662","5,809",142,2,531,0.04426362897,0.9388391646,0.002495253594,"36,870","12,099","15,520",736,"8,414",389,"1,592",0.42,0.23,0.33,0.01,0.04,"36,870",295,"12,871","15,078",622,319,201,"11,928",0.01,0.02,0.35
MMR111,Bago,MMR007D002,Taungoo,MMR007014,Htantabin,"117,276","9,889","107,387",8.4,0.92,"38,581",0.33,"20,634","22,734",0.19,"92,639","1,837","20,330",4801,"12,443","18,639",0.63,"115,743","1,533",0.01,4.3,0.62,"26,781",122,947,"1,884",0.11,"13,500","9,572",424,194,138,0.89,84,0.84,"26,781","15,583",22,17,"11,115",18,26,"26,781",506,"19,130",31,"5,072",21,"1,965",56,"26,781","3,449",223,"22,010",926,173,"26,781","5,663","4,585","10,179","2,659",207,8,"3,198",282,0.2114558829,0.1194130167,0.1073148874,0.561816213,"26,781","1,336",6,99,21,"22,953","1,974",71,1,320,0.04988611329,0.933460289,0.00470482805,"26,781","8,593","10,628",760,"4,226",155,880,0.40,0.16,0.32,0.01,0.03,"26,781",188,"9,502","13,049",444,251,73,"9,955",0.01,0.02,0.35
MMR111,Bago,MMR008D001,Pyay,MMR008001,Pyay,"251,643","134,861","116,782",53.6,0.46,"53,177",0.21,"32,928","34,069",0.14,"218,854","10,782","37,970","4,674","44,337","46,171",0.66,"235,915","15,728",0.06,4,0.57,"58,557","2,343","5,380","5,190",0.22,"27,860","15,639","1,430",528,187,0.78,87.7,0.88,"58,557","11,681",456,46,"45,017","1,241",116,"58,557","2,937","29,731",28,"12,968",179,"12,321",393,"58,557","12,607","2,452","32,203","10,791",504,"58,557","35,091",217,"11,595","8,487",545,7,"2,280",335,0.5992622573,0.03893642092,0.1543624161,0.2074389057,"58,557","12,002",196,8,188,"33,954","11,501",303,3,402,0.2049626859,0.7814778763,0.006694332018,"58,557","22,457","40,232","3,393","24,980","2,289","4,856",0.69,0.43,0.38,0.04,0.08,"58,557","1,725","26,631","32,593",598,212,78,"10,789",0.03,0.01,0.45
MMR111,Bago,MMR008D001,Pyay,MMR008002,Paukkhaung,"124,856","14,037","110,819",11.2,0.89,"30,007",0.24,"17,217","15,406",0.12,"105,893","2,583","12,904",2085,"26,558","24,651",0.65,"122,999","1,857",0.01,3.8,0.55,"32,347",352,377,855,0.05,"17,791","11,749",837,316,70,0.95,74.9,0.75,"32,347","15,280",998,19,"15,901",123,26,"32,347","1,510","19,795",22,"9,553",28,"1,397",42,"32,347","14,544",197,"16,264","1,183",159,"32,347","4,187",696,"10,455","10,450",501,4,"5,160",894,0.1294401336,0.1595202028,0.3386712833,0.3723683804,"32,347",847,2,20,10,"30,162","1,008",15,1,282,0.02618480848,0.9641079544,0.0009892725755,"32,347","16,611","14,331",963,"5,455",212,765,0.44,0.17,0.51,0.01,0.02,"32,347",413,"10,454","7,758",239,"1,012",158,"12,717",0.01,0.01,0.32
MMR111,Bago,MMR008D001,Pyay,MMR008003,Padaung,"144,214","17,678","126,536",12.3,0.88,"32,731",0.23,"18,037","20,453",0.14,"123,082","13,199","11,773",1621,"28,033","24,213",0.64,"140,748","3,466",0.02,3.6,0.52,"38,892","1,623",771,"1,355",0.10,"22,624","10,826",976,584,133,0.90,87.5,0.88,"38,892","13,022",443,43,"23,830","1,512",42,"38,892","1,346","19,687",33,"13,872",51,"3,439",464,"38,892","12,159",226,"23,094","3,162",251,"38,892","15,291",151,"11,814","6,215","3,168",27,"1,647",579,0.3931656896,0.04234804073,0.2419520724,0.3225341973,"38,892","7,573",5,15,17,"29,144","2,069",47,0,22,0.1947187082,0.8037642703,0.0009513524632,"38,892","19,303","22,252","1,352","9,555",484,"1,273",0.57,0.25,0.50,0.01,0.03,"38,892",458,"14,729","17,917",446,887,296,"11,390",0.01,0.01,0.38
MMR111,Bago,MMR008D001,Pyay,MMR008004,Paungde,"137,561","25,455","112,106",18.5,0.81,"29,670",0.22,"17,209","14,904",0.11,"118,799","2,384","20,687",3336,"26,072","26,122",0.66,"134,195","3,366",0.02,3.7,0.53,"36,700",182,820,"1,135",0.06,"24,385","8,935",815,267,161,0.94,75.8,0.76,"36,700","7,658",179,28,"28,703",89,43,"36,700","1,186","24,076",16,"9,265",54,"1,909",194,"36,700","12,073",586,"22,376","1,383",282,"36,700","9,354",383,"18,547","5,324",864,10,"1,679",539,0.2548773842,0.0457493188,0.1688828338,0.5304904632,"36,700","1,296",7,15,23,"31,987","2,472",47,2,851,0.0353133515,0.9402724796,0.001226158038,"36,700","16,651","15,343","1,116","7,245",330,563,0.42,0.20,0.45,0.01,0.02,"36,700",285,"12,692","20,153",404,428,135,"11,781",0.01,0.01,0.35
MMR111,Bago,MMR008D001,Pyay,MMR008005,Thegon,"130,957","15,752","115,205",12,0.88,"26,375",0.20,"15,555","15,684",0.12,"114,583","3,566","15,077",2878,"28,862","22,942",0.64,"128,971","1,986",0.02,3.6,0.52,"35,950",614,811,"1,982",0.09,"24,055","7,102",818,460,108,0.91,81.6,0.82,"35,950","7,621",46,42,"28,113",63,65,"35,950","2,086","21,363",15,"9,200",55,"3,111",120,"35,950","7,663",661,"25,377","1,964",285,"35,950","10,261",500,"16,372","6,088",543,18,"1,823",345,0.2854242003,0.0507093185,0.1849513213,0.4789151599,"35,950","1,719",12,25,14,"32,447","1,275",65,3,390,0.04781641168,0.9399165508,0.001418636996,"35,950","16,978","17,544",880,"8,338",270,"1,227",0.49,0.23,0.47,0.01,0.03,"35,950",220,"13,950","22,914",454,"1,073",64,"10,943",0.01,0.01,0.39
MMR111,Bago,MMR008D001,Pyay,MMR008006,Shwedaung,"121,671","17,681","103,990",14.5,0.85,"26,179",0.22,"14,820","14,985",0.12,"105,178","5,128","17,531",3828,"21,799","21,803",0.67,"118,837","2,834",0.02,3.5,0.50,"33,564",772,629,"1,372",0.08,"21,066","8,195","1,014",408,108,0.92,80.6,0.81,"33,564","9,819",47,31,"23,404",234,29,"33,564","2,181","18,989",37,"9,303",47,"2,608",399,"33,564","14,757","1,069","15,132","2,392",214,"33,564","9,512",77,"13,288","7,585","1,245",7,"1,549",301,0.2833988798,0.04615063759,0.2632880467,0.4071624359,"33,564","2,881",283,9,19,"29,274","1,019",53,0,26,0.08583601478,0.9041234656,0.00926588011,"33,564","15,911","17,391",960,"7,187",357,"1,325",0.52,0.21,0.47,0.01,0.04,"33,564",290,"11,391","18,133",323,"1,209",209,"10,635",0.01,0.01,0.34
MMR111,Bago,MMR008D002,Thayarwady,MMR008007,Thayarwady,"151,104","35,815","115,289",23.7,0.76,"43,180",0.29,"23,090","23,812",0.16,"123,267","3,964","22,856",5958,"19,096","32,552",0.68,"147,417","3,687",0.02,4,0.57,"36,626",214,906,"2,197",0.09,"20,182","12,525",300,248,54,0.91,79,0.79,"36,626","15,843",129,27,"20,292",281,54,"36,626",455,"27,005",13,"6,191",50,"2,842",70,"36,626","9,873",251,"25,016","1,335",151,"36,626","8,458","6,024","8,400","11,240",403,4,"1,976",121,0.2309288484,0.05395074537,0.3179981434,0.3971222629,"36,626","2,821",8,198,33,"30,918","2,182",61,4,401,0.0770217878,0.9055042866,0.006525419101,"36,626","14,081","13,627","1,113","8,770",342,"1,193",0.37,0.24,0.38,0.01,0.03,"36,626",336,"10,389","20,389",743,"2,582",394,"11,630",0.01,0.02,0.28
MMR111,Bago,MMR008D002,Thayarwady,MMR008008,Letpadan,"177,407","24,792","152,615",14,0.86,"52,297",0.29,"27,955","29,715",0.17,"143,641","2,994","25,045","9,812","19,162","37,329",0.66,"175,089","2,318",0.01,4,0.57,"43,484",70,762,"1,741",0.06,"21,072","18,882",450,337,170,0.94,70.5,0.71,"43,484","19,247",74,44,"23,946",130,43,"43,484",242,"32,012",32,"8,891",36,"2,068",203,"43,484","12,128",318,"29,723","1,109",206,"43,484","4,950","5,538","15,423","13,676","1,833",24,"1,910",130,0.1138349738,0.04392420201,0.357211848,0.4850289762,"43,484","1,602",18,125,25,"39,623","1,215",33,2,841,0.03684113697,0.9399549259,0.003863490019,"43,484","18,096","15,564","1,464","9,324",291,"1,061",0.36,0.21,0.42,0.01,0.02,"43,484",266,"11,198","23,045",928,"2,784",401,"13,491",0.01,0.02,0.26
MMR111,Bago,MMR008D002,Thayarwady,MMR008009,Minhla,"122,491","11,697","110,794",9.5,0.90,"32,270",0.26,"17,325","18,048",0.15,"101,537","2,284","19,993",4996,"15,943","28,191",0.70,"120,682","1,809",0.01,3.9,0.56,"30,894",202,575,"1,641",0.08,"20,057","7,962",147,223,87,0.92,65.4,0.65,"30,894","12,515",40,34,"18,115",123,67,"30,894",201,"23,002",10,"5,598",36,"1,942",105,"30,894","9,677",374,"19,804",886,153,"30,894","5,071","2,811","13,548","6,417",963,12,"1,599",473,0.1641419046,0.05175762284,0.2392697611,0.5448307115,"30,894",987,8,41,8,"27,770","1,041",29,1,"1,009",0.03194795106,0.933546967,0.00184501845,"30,894","12,461","11,416",807,"5,968",189,665,0.37,0.19,0.40,0.01,0.02,"30,894",202,"10,274","17,334",514,"1,028",49,"11,021",0.01,0.02,0.33
MMR111,Bago,MMR008D002,Thayarwady,MMR008010,Okpho,"126,662","11,525","115,137",9.1,0.91,"32,599",0.26,"18,204","18,263",0.14,"105,852","2,244","18,941",3765,"17,774","31,171",0.70,"124,678","1,984",0.02,3.9,0.56,"31,894",178,595,"1,608",0.07,"20,437","8,690",221,136,29,0.93,66.4,0.66,"31,894","13,639",60,29,"18,132",19,15,"31,894",698,"22,075",12,"7,078",38,"1,948",45,"31,894","8,960",389,"21,513",824,208,"31,894","5,714",480,"12,881","9,744",637,10,"1,957",471,0.1791559541,0.06135950335,0.3257979557,0.4336865868,"31,894","1,795",4,20,10,"27,406","1,626",39,5,989,0.05628017809,0.9116448235,0.001066031228,"31,894","11,761","11,944",722,"7,025",230,"1,171",0.37,0.22,0.37,0.01,0.04,"31,894",188,"10,344","18,272",515,505,60,"12,409",0.01,0.02,0.32
MMR111,Bago,MMR008D002,Thayarwady,MMR008011,Zigon,"67,523","15,233","52,290",22.6,0.77,"15,100",0.22,"8,063","8,219",0.12,"57,741",1578,"8,915",2403,"9,605","18,004",0.70,"66,666",857,0.01,3.7,0.53,"18,210",28,261,763,0.06,"12,161","4,494",329,152,22,0.94,87,0.87,"18,210","4,191",36,22,"13,899",48,14,"18,210",243,"13,073",11,"3,896",37,929,21,"18,210","4,208",491,"12,971",395,145,"18,210","4,810",63,"8,455","3,329",96,3,"1,275",179,0.2641405821,0.07001647446,0.1882482153,0.4775947282,"18,210","1,340",4,3,6,"15,207","1,137",22,2,489,0.07358594179,0.8988467875,0.0007138934651,"18,210","6,374","9,174",547,"5,203",170,499,0.50,0.29,0.35,0.01,0.03,"18,210",153,"6,854","12,018",272,70,13,"5,363",0.01,0.01,0.38
MMR111,Bago,MMR008D002,Thayarwady,MMR008012,Nattalin,"172,141","18,929","153,212",11,0.89,"38,182",0.22,"21,615","19,655",0.11,"147,738","2,744","18,465","9,553","22,928","43,797",0.66,"169,947","2,194",0.01,3.7,0.53,"45,769",110,866,"1,413",0.05,"29,532","13,149",412,234,53,0.95,76.8,0.77,"45,769","12,981",331,34,"32,320",75,28,"45,769","1,015","31,362",35,"11,116",47,"2,073",121,"45,769","15,272",808,"28,303","1,125",261,"45,769","6,167",273,"23,494","11,042",993,434,"3,022",344,0.1347418558,0.06602722367,0.2724333064,0.5267976141,"45,769",887,24,30,20,"41,022","2,774",71,39,902,0.01937992965,0.9592955931,0.001616814875,"45,769","20,693","20,514","1,292","9,688",284,"1,175",0.45,0.21,0.45,0.01,0.03,"45,769",274,"18,016","26,541",627,983,173,"15,273",0.01,0.01,0.39
MMR111,Bago,MMR008D002,Thayarwady,MMR008013,Monyo,"127,570","9,457","118,113",7.4,0.93,"33,653",0.26,"18,182","19,739",0.15,"105,952",1856,"17,165","6,575","20,943","21,174",0.64,"126,181","1,389",0.01,3.8,0.55,"33,287",41,246,689,0.03,"15,651","16,048",289,307,16,0.97,57.4,0.57,"33,287","20,191",56,24,"12,992",19,5,"33,287",407,"23,370",32,"7,960",15,757,746,"33,287","14,995",184,"17,738",268,102,"33,287","1,940","1,005","14,806","10,613","2,937",57,"1,423",506,0.0582810106,0.0427494217,0.4087782017,0.490191366,"33,287",420,4,29,13,"32,516",209,7,0,89,0.01261753838,0.9833268243,0.00138192087,"33,287","15,651","10,898",827,"4,605",116,108,0.33,0.14,0.47,0.00,0.00,"33,287",92,"8,510","18,122",298,"6,151",496,"11,667",0.00,0.01,0.26
MMR111,Bago,MMR008D002,Thayarwady,MMR008014,Gyobingauk,"117,433","22,947","94,486",19.5,0.80,"26,225",0.22,"15,024","14,226",0.12,"100,857","2,520","14,063",6150,"13,824","30,079",0.66,"115,727","1,706",0.01,3.8,0.55,"30,586",79,716,"1,091",0.06,"21,148","6,694",433,383,42,0.94,76.5,0.77,"30,586","8,561",72,61,"21,796",52,44,"30,586",566,"20,521",22,"7,750",42,"1,615",70,"30,586","7,641",993,"20,725",849,378,"30,586","5,722",107,"13,521","7,403","1,118",41,"2,228",446,0.1870790558,0.07284378474,0.279931995,0.4601451645,"30,586","1,244",11,20,17,"24,441","2,598",93,8,"2,154",0.04067220297,0.8873340744,0.001569345452,"30,586","11,371","13,592","1,003","8,673",326,"1,049",0.44,0.28,0.37,0.01,0.03,"30,586",281,"11,628","19,890",470,394,48,"10,502",0.01,0.02,0.38
MMR009,Magway,MMR009D001,Magway,MMR009001,Magway,"289,247","94,038","195,209",32.5,0.67,"74,627",0.26,"40,383","44,631",0.15,"240,628","12,633","50,652","7,793","40,962","43,494",0.65,"273,929","15,318",0.05,4.0,0.57,"68,677","2,604","6,129","3,407",0.18,"18,595","36,067","1,124",515,236,0.82,80.5,0.81,"68,677","20,213","1,476",101,"45,229",720,938,"68,677","1,696","51,674",67,"3,618",110,"10,807",705,"68,677","46,476","1,725","9,542","10,267",667,"68,677","27,236",55,"4,138","19,925","5,152",28,"6,061","6,082",0.396581097,0.08825370939,0.3655517859,0.1496134077,"68,677","14,208",82,2,62,"47,410","6,552",199,3,159,0.2068814887,0.788677432,0.002125893676,"68,677","25,429","32,612","3,835","23,646","2,293","2,156",0.47,0.34,0.37,0.03,0.03,"68,677","1,777","29,508","15,913",549,231,244,"21,837",0.03,0.01,0.43
MMR009,Magway,MMR009D001,Magway,MMR009002,Yenangyaung,"134,227","45,120","89,107",33.6,0.66,"36,654",0.27,"20,222","25,126",0.19,"110,988","4,068","16,287","3,323","19,913","22,885",0.60,"129,995","4,232",0.03,4.0,0.57,"32,500",319,"1,391","1,233",0.09,"10,705","17,602",690,279,281,0.91,70.9,0.71,"32,500","6,745",287,47,"23,800",109,"1,512","32,500","1,203","26,644",12,"1,330",46,"2,324",941,"32,500","25,331",763,"3,808","2,216",382,"32,500","11,407",18,"3,712","10,031","2,667",25,"2,595","2,045",0.3509846154,0.07984615385,0.3914769231,0.1776923077,"32,500","5,333",29,8,9,"24,577","2,426",35,0,83,0.1640923077,0.8319384615,0.001415384615,"32,500","13,130","12,818","1,290","9,514",455,"1,306",0.39,0.29,0.40,0.01,0.04,"32,500",459,"9,507","2,288",194,525,261,"9,281",0.01,0.01,0.29
MMR009,Magway,MMR009D001,Magway,MMR009003,Chauk,"185,189","45,076","140,113",24.3,0.76,"49,294",0.27,"27,297","33,358",0.18,"153,988","6,262","22,017","3,390","28,443","33,707",0.61,"181,519","3,670",0.02,4.1,0.58,"44,618",626,"2,756","2,576",0.13,"10,608","26,366",865,429,392,0.87,79.7,0.80,"44,618","12,270",490,47,"30,443",362,"1,006","44,618","2,774","34,809",35,"1,150",42,"5,066",742,"44,618","29,603","5,022","3,642","5,747",604,"44,618","14,307",45,"5,579","13,463","3,264",14,"4,970","2,976",0.3206553409,0.111390022,0.3752073154,0.1927473217,"44,618","6,354",348,9,34,"34,389","3,325",84,2,73,0.1424088933,0.8471917163,0.008763279394,"44,618","19,272","17,911","2,226","11,365",484,"1,388",0.40,0.25,0.43,0.01,0.03,"44,618",708,"15,813","6,360",240,380,331,"13,921",0.02,0.01,0.35
